,id,title,url,categories,labels_pred
0,12424009,Icefields Parkway-01.jpg,https://upload.wikimedia.org/wikipedia/commons/d/d2/Icefields_Parkway-01.jpg,['Icefields Parkway'],"{'Society', 'Places'}"
1,56977081,Regimontanus house divisions.jpg,https://upload.wikimedia.org/wikipedia/commons/8/8d/Regimontanus_house_divisions.jpg,['Astrological diagrams' 'House (astrology)' 'Johannes Regiomontanus'],"{'Culture', 'Belief', 'Diagrams', 'People', 'History', 'Society', 'STEM'}"
2,88781312,"Weekly excess flu death rates per 100,000 for 4 US cities final 16 weeks of 1918.png",https://upload.wikimedia.org/wikipedia/commons/0/06/Weekly_excess_flu_death_rates_per_100%2C000_for_4_US_cities_final_16_weeks_of_1918.png,['Spanish flu in the United States' 'Pandemic statistics'],"{'Culture', 'Medicine & Health', 'History', 'Society', 'STEM'}"
3,83641489,Whitby through the Lobster Pots.jpg,https://upload.wikimedia.org/wikipedia/commons/f/f3/Whitby_through_the_Lobster_Pots.jpg,"['Whitby, North Yorkshire' 'Fishing in North Yorkshire' 'Lobster traps']","{'Culture', 'Society', 'Sports', 'Places'}"
4,19914023,Pelorus River from Pelorus Bridge.jpg,https://upload.wikimedia.org/wikipedia/commons/5/51/Pelorus_River_from_Pelorus_Bridge.jpg,['Pelorus River' 'Pelorus Bridge'],{'Places'}
5,66384816,YadkinRiver.jpg,https://upload.wikimedia.org/wikipedia/commons/3/35/YadkinRiver.jpg,['Yadkin River' 'Landscapes of North Carolina'],"{'Landscapes', 'Places'}"
6,4804838,Alma antenna in transit.jpg,https://upload.wikimedia.org/wikipedia/commons/f/f4/Alma_antenna_in_transit.jpg,"['ALMA telescopes' 'Construction of ALMA'
 'Lore (ALMA antenna transporter)' 'Photographs taken on 2008-07-08']","{'Space', 'Places', 'STEM'}"
7,18629102,E-2 10 TL arka.jpg,https://upload.wikimedia.org/wikipedia/commons/8/89/E-2_10_TL_arka.jpg,['Banknotes of Turkey' 'Banknotes with a face value of 10'],"{'Culture', 'History', 'Society'}"
8,6037443,Gherman Solovetski.jpg,https://upload.wikimedia.org/wikipedia/commons/d/dc/Gherman_Solovetski.jpg,"['18th-century icons of Russia' 'Icons of saints - H' 'Icons in Solovki'
 'Gherman of Solovki' 'Icons of saints with Mandylion on the top']","{'People', 'Society'}"
9,92939566,Tabcorp logo Blue RGB.jpg,https://upload.wikimedia.org/wikipedia/commons/5/55/Tabcorp_logo_Blue_RGB.jpg,['Logos'],{'Logos & Symbols'}
